reviewer_la,id,full_text_file_la,doi_la,title_la,species_raw_la,lifestage_raw_la,location_raw_la,cover_raw_la,cover_quantified_raw_la,habitat_use_raw_la,cover_influence_raw_la,drivers_raw_la,include_raw_la,reason_raw_la,updated_reason_raw_la,is_new_la,reviewer_source_la,include_flag_la,reviewer_pg,full_text_file_pg,doi_pg,title_pg,species_raw_pg,lifestage_raw_pg,location_raw_pg,cover_raw_pg,cover_quantified_raw_pg,habitat_use_raw_pg,cover_influence_raw_pg,drivers_raw_pg,include_raw_pg,reason_raw_pg,updated_reason_raw_pg,is_new_pg,reviewer_source_pg,include_flag_pg,full_text_file,doi,title,publication_year,doi_match,title_match,full_text_file_match,species_raw_combined,lifestage_raw_combined,location_raw_combined
LA,11,11_naman_2020,10.1002/nafm.10411,Exploitation of Velocity Gradients by Sympatric Stream Salmonids: Basic Insights and Implications for Instream Flow Management,"coho salmon, steelhead trout",rearing,"Coquitlam River, British Columbia","boulders, cobble, wood","N/A - not measured directly; instead, velocity gradients are estimated, including those created by cover",snorkeling (accompanied by estimates of body length and in situ velocity measurements),cover creates velocity refuges which allow feeding in faster water volumes while minimizing energy costs; effect stronger for steelhead,energetically favorable microhabitats created by velocity heterogeneity; interspecific competition drives habitat partitioning,not sure,2ai,1bii,,LA,,PG,11_naman_2020,10.1002/nafm.10411,Exploitation of Velocity Gradients by Sympatric Stream Salmonids: Basic Insights and Implications for Instream Flow Management,"coho, steelhead",juvenile,"Coquitlam River, British Columbia",no cover,"velocity gradients, did not record associations with cover, cobble–boulder-dominated river","snorkel survey, water depth and velocity",velocity gradients significantly influence habitat suitability metrics and the predicted effects of flow on habitat availability,Incorporating adjacent velocities within their foraging area into HSCs resulted in a ~40% (steelhead) and ~10% (Coho Salmon) increase in flows predicted to optimize habitat availability,Y,1b,,,PG,Y,11_naman_2020,10.1002/nafm.10411,Exploitation of Velocity Gradients by Sympatric Stream Salmonids: Basic Insights and Implications for Instream Flow Management,2020,TRUE,TRUE,TRUE,"coho salmon, steelhead trout || coho, steelhead",rearing || juvenile,"Coquitlam River, British Columbia"
LA,12,12_moniz_2021,10.1002/rra.3855,Chinook salmon rearing habitat-discharge relationships change as a result of morphodynamic processes,Chinook salmon,rearing,"Yuba River, California","vegetation, cobble substrate, human-built structures (rip-rap, cement), bedrock, weirs, bridge piers","binary presence/absence in 0.91-m rasters; vegetation from LiDAR, structures from aerial imagery + field reconnaissance; cover HSC applied to classify suitability; changes tracked as loss/gain/no change between years",N/A - not directly measured; habitat suitability modeling based on previously developed/validated HSCs for the river (see cited Moniz et al. 2020),not the primary driver - depth and velocity were more important; cover included in HSC model but results focus on depth/velocity changes; vegetative cover changes explained little habitat loss; cover provides structural complexity but hydraulic changes (from geomorphic evolution) had greater influence on fry habitat suitability,"morphodynamic processes (floodplain erosion) led to increased depth/velocity, which in turn produced habitat loss at high flows; habitat stable at baseflow despite channel changes","yes - includes a temporal component for habitat suitability work and highlights that habitats evolve over time; long-term flow requirements must account for geomorphic evolution, not assume static relationships",1biv,2d,,LA,Y,PG,12_moniz_2021,10.1002/rra.3855,Chinook salmon rearing habitat-discharge relationships change as a result of morphodynamic processes,chinook,rearing fry,"Yuba River, California","Vegetation, human-built detritus (e.g., rip-rap, cement blocks), permanent cover features (e.g., bedrock outcrops, weirs, bridge piers), large coble substrate","cover features were digitized into rasters using airborne LiDAR, boat-based field reconnaissance and field surveys","Habitat suitability criteria (HSC) functions for depth, velocity, and cover type","At bankfull discharge, the percentage of area where there was a gain in vegetative cover was over 3x higher in gained microhabitat areas compared to lost microhabitat areas, changes in vegetative cover appeared to play a less significant role in explaining changes in habitat availability compared to changes in channel alignment and hydraulic conditions, particularly at baseflow and flood discharges","channel alignment, hydraulic conditions and vegetation",Y,3a,,,PG,Y,12_moniz_2021,10.1002/rra.3855,Chinook salmon rearing habitat-discharge relationships change as a result of morphodynamic processes,2021,TRUE,TRUE,TRUE,Chinook salmon || chinook,rearing || rearing fry,"Yuba River, California"
LA,13,13_roni_2023,10.1002/tafs.10399,A comparison of methods for estimating juvenile salmon habitat capacity to assist with restoration planning and evaluation,Chinook salmon (spring run),rearing,"Grande Ronde River, Oregon","wood, boulders",cover used as scalar variables (multipliers) in UCM model (UCM uses cover as unit-level scalars that adjust capacity upward/downward from baseline); wood data from aerial drone imagery; boulder and wood cover assessed during visual habitat surveys,capacity methods use existing density databases rather than direct observation in the reach but recent snorkel surveys provided validation counts,"not directly tested but incorporated into model assumptions, since cover was treated as capacity-modifying factor in UCM; boulder cover and fine sediment scalars had greatest impact on capacity estimates; boulder cover below baseline reduced capacity in most subreaches",N/A - study focused on methodology comparison rather than fish presence/behavior drivers; habitat area and fish density data identified as main drivers of estimate differences between methods,yes - cover had a positive relationship with capacity,"3a, 5",,,LA,Y,PG,13_roni_2023,10.1002/tafs.10399,A comparison of methods for estimating juvenile salmon habitat capacity to assist with restoration planning and evaluation,Chinook,juvenile,"Grande Ronde River, Oregon","wood, boulder, fines",methods and models for estimating parr capacity or current abundance from published literature,"model comparisons: spatial stream networks, Quantile random forest, Unit characteristic method, Habitat expansion methods, habitat suitability index","For UCM, scalars with the greatest overall impact on capacity were boulder cover and fine sediment, reduction in parr capacity","habitat expansion approaches, which are based on detailed habitat surveys, appear to be particularly suitable for estimating capacity within a reach",Y,"3a, 3b",,,PG,Y,13_roni_2023,10.1002/tafs.10399,A comparison of methods for estimating juvenile salmon habitat capacity to assist with restoration planning and evaluation,2023,TRUE,TRUE,TRUE,Chinook salmon (spring run) || Chinook,rearing || juvenile,"Grande Ronde River, Oregon"
LA,14,14_jelovica_2024,10.1016/j.ecolind.2024.111832,Atlantic salmon habitat-abundance modeling using machine learning methods,Atlantic salmon,"rearing (fry, parr)","Teno River, Finland","cobble, stone, boulders, plants, ""other shade""","categorical classification for substrate types (5 categories by size) and shade types (2 types); presence/absence for vegetation types (3 types); numerical shelter index based on visual assessment of interstitial spaces at three measurement points per transect (point samples at edges and middle of each transect); measured at 0.25 m² points (0.5 x 0.5 m) on three transects per site; variables treated as predictors in machine learning models (SVR, RF, GB, SVC); min-max normalization applied; Pearson correlation coefficients calculated",single-pass electrofishing (no removal estimates) counted as number of fish per 100 m2 (abundance density); conducted July-October at permanent monitoring sites established as part of long-term program,"substrate, shade, and vegetation combination showed strongest predictive power for abundance (SVR R² = 0.58, GB R² = 0.6); shelter index alone showed moderate correlation with parr (PCC = 0.48) but not fry; individual cover variables showed limited predictive power","combination of substrates, shades, and vegetation most predictive; mean velocity, mean depth, and shelter index important; study emphasized modeling methodology over ecological mechanisms; data quality and feature selection identified as critical drivers of model performance",yes - cool methods! and treated cover directly,3a,,,LA,Y,PG,14_jelovica_2024,10.1016/j.ecolind.2024.111832,Atlantic salmon habitat-abundance modeling using machine learning methods,Atlantic salmon,juvenile,"Teno catchment, Finland and Norway","organic-silt-sand, gravel, cobble, stone, and boulder, shades types were mainly boulders and sometimes other structures such as large wooden debris, vegetation includes moss, algae, and other plants","substrate types, shade types, vegetation, and shelter index, shelter was estimated by visually identifying all potential interstitial spaces in the substratum","electrofishing, modeled habitat-abundance with Support Vector Regression (SVR), Random Forest (RF), Gradient Boosting (GB), and Support Vector Classification (SVC) and compared their performances","shelter index, algae, boulder shade, stone and organic substrate exhibit higher Pearson Correlation Coefficient values with parr abundance","models incorporating input variables such as substrate, shade, and vegetation demonstrate higher performance",Y,3a,,,PG,Y,14_jelovica_2024,10.1016/j.ecolind.2024.111832,Atlantic salmon habitat-abundance modeling using machine learning methods,2024,TRUE,TRUE,TRUE,Atlantic salmon,"rearing (fry, parr) || juvenile","Teno River, Finland || Teno catchment, Finland and Norway"
LA,15,15_favrot_2018,10.1002/tafs.10011,Fall and Winter Microhabitat Use and Suitability for Spring Chinook Salmon Parr in a US Pacific Northwest River,Chinook salmon (spring run),rearing (parr),"Catherine Creek, Oregon","large wood (<= 10cm diameter), small wood (<10cm diameter), rootwad, emergent aquatic vegetation, submerged aquatic vegetation, terrestrial vegetation, undercut bank, boulder; also used substrate size (Wentworth) but didn't consider (larger) substrate as form of cover","categorical ""dominant cover type"" - presence/absence, then cover categorized, then recorded distance from cover (capped at 2 m); cover associated with fish occurrence if within 2m of the triangulated fish location",radiotelemetry with weekly daytime mobile tracking; fish locations determined via tracking/triangulation and then microhabitat variables measured at occupied sites,"cover is strong predictor of use; relative to other cover types, use was 7.5x more likely for rootwads, 6.5x for large wood, and 4.1x for undercut banks; use increased as distance to cover decreased (negative coefficient on distance-from-cover); reach gradient also implicated - large wood/undercut bank/rootwad as top cover in moderate-gradient and large wood as top in low-gradient","influential factors were depth (nonlinear), mean column velocity (negative; slower favored), substrate categories (e.g., cobble favored; silt less favored except more in winter), distance to cover (closer favored), and cover categories (rootwad/large wood/undercut bank favored)",yes - direct attention to cover,3a,,,LA,Y,PG,15_favrot_2018,10.1002/tafs.10011,Fall and Winter Microhabitat Use and Suitability for Spring Chinook Salmon Parr in a US Pacific Northwest River,chinook,parr,"Catherine Creek, Oregon","“no cover,” large wood (LW), small wood (SW), rootwad, emersed aquatic vegetation, submersed aquatic vegetation, terrestrial vegetation, undercut bank, and boulder","line transect survey of dominant substrate, dominant cover type, distance from cover, and distance from bank",Radiotelemetry of wild fish capture by screw trap,"Large wood, undercut bank, and rootwad were the most suitable cover types in the moderate-gradient reach, while LW was most suitable in the low-gradient reach. Small to moderate distances to cover (0.0–1.5 m) were most suitable in both the moderate- and low-gradient reaches. For both gradient types, distances near the riverbank (0.91–2.73 m) were most suitable.","near-cover coarse and fine substrates were most suitable in the moderateand low-gradient reaches, respectively, co-occurring deep depths supporting slow currents near cover were intensively occupied in the moderate-gradient reach, in the low-gradient reach co-occurring moderate depths, slow currents, and near-bank cover were most frequently occupied",Y,3a,,,PG,Y,15_favrot_2018,10.1002/tafs.10011,Fall and Winter Microhabitat Use and Suitability for Spring Chinook Salmon Parr in a US Pacific Northwest River,2018,TRUE,TRUE,TRUE,Chinook salmon (spring run) || chinook,rearing (parr) || parr,"Catherine Creek, Oregon"
LA,16,16_heggenes_1990,10.1111/j.1095-8649.1990.tb04325.x,"Seasonal and spatial microhabitat selection and segregation in young Atlantic salmon, Salmo salar L., and brown trout, Salmo trutta L., in a Norwegian river","Atlantic salmon, brown trout",rearing (parr),"River Gjengedalselva, Norway","submerged structures, undercut banks, overhanging vegetation, surface turbulence; cover treated through a lens of functional concealment more than aligned with a structural typology","percent cover estimated visually at each transect point, recorded in increments of 10%, then converted into a cover class variable",snorkeling to determine fish locations (habitat variables then measured at fish holding locations); winter surveys included electrofishing,cover shows relatively weak influence compared to velocity and depth; PCA results indicate cover explains less variance than hydraulic variables (cover was secondary driver); both species used a narrow range of cover values,"water velocity was strongest driver; also depth; substrate and cover were secondary drivers of presence with limited explanatory power; that said, authors emphasized seasonal and spatial variability",yes - direct attention to cover,3a,,,LA,Y,PG,16_heggenes_1990,10.1111/j.1095-8649.1990.tb04325.x,"Seasonal and spatial microhabitat selection and segregation in young Atlantic salmon, Salmo salar L., and brown trout, Salmo trutta L., in a Norwegian river","Atlantic salmon, brown trout",young,"Gjengedalselva River, Norway","any submerged structure (other than substratum) beneath which fish could be hidden from overhead view, undercut banks or overhanging vegetation < 50 cm above the water surface, water surface turbulence or broken water surface","habitat transects measured distance from river bank, total water column depth, surface water velocity, mean water column velocity, substratum composition, percentage cover",diving transects observed habitat selection,"slightly coarser substrates were utilized in summer and a higher degree of cover in winter, Atlantic salmon were found in areas with significantly more cover (primarily surface turbulence)","Water velocity appeared to be the most important variable determining fish position choice, depth was important in the second principal, substratum and cover were of comparatively less importance",Y,3a,,,PG,Y,16_heggenes_1990,10.1111/j.1095-8649.1990.tb04325.x,"Seasonal and spatial microhabitat selection and segregation in young Atlantic salmon, Salmo salar L., and brown trout, Salmo trutta L., in a Norwegian river",1990,TRUE,TRUE,TRUE,"Atlantic salmon, brown trout",rearing (parr) || young,"River Gjengedalselva, Norway || Gjengedalselva River, Norway"
LA,17,17_pacheco_2018,10.1002/nafm.10243,Update to the Toe-Width Methodology: Determining Preferred Discharges for Spawning and Rearing Salmonids,"steelhead trout, Chinook salmon, pink salmon, chum salmon, coho salmon, sockeye salmon, cutthroat trout , rainbow trout, mountain whitefish, bull trout, Dolly Varden","spawning, rearing",Washington,"""cover"" as a general idea (part of PHABSIM/RHABSIM transects)",unclear; it is just named as an input to PHABSIM/RHABSIM (part of transects),N/A,N/A,N/A,no - this article is about identifying replicable ways to estimate toe bank width for discharge estimation purposes and not directly about cover (or habitat suitability that includes an assessment of cover),1a,,,LA,N,PG,17_pacheco_2018,10.1002/nafm.10243,Update to the Toe-Width Methodology: Determining Preferred Discharges for Spawning and Rearing Salmonids,"cutthroat, pink, chum, coho, RBT, steelhead, sockeye, chinook, mountain whitefish, char",rearing and spawning,"Washington, USA","the study focuses on elevation change, but two of the three types of elevation change could be considered cover","(1) distinct change in the composition of the substrate, commonly the transition from gravel or cobble to soil, (2) distinct change in vegetation with the initial presence of a longitudinal terrestrial vegetation line, commonly grasses but may include shrubs or trees",Toe-width transects,not the focus of the study,the study was evaluating rapid assessment methods for determining preferred spawning and rearing discharges,N,1a,,,PG,N,17_pacheco_2018,10.1002/nafm.10243,Update to the Toe-Width Methodology: Determining Preferred Discharges for Spawning and Rearing Salmonids,2018,TRUE,TRUE,TRUE,"steelhead trout, Chinook salmon, pink salmon, chum salmon, coho salmon, sockeye salmon, cutthroat trout , rainbow trout, mountain whitefish, bull trout, Dolly Varden || cutthroat, pink, chum, coho, RBT, steelhead, sockeye, chinook, mountain whitefish, char","spawning, rearing || rearing and spawning","Washington || Washington, USA"
LA,18,18_guay_2000,10.1139/cjfas-57-10-2065,Development and validation of numerical habitat models for juveniles of Atlantic salmon (Salmo salar),Atlantic salmon,rearing (parr),"Sainte-Marguerite River, Quebec",N/A - cover discussed narratively but not treated directly,N/A - cover not meaningfully defined or quantified,"snorkeling to determine fish locations (""home rocks"") and densities; physical conditions assessed at these ""home rocks"" sites",N/A - not evaluated; mildly inferred through attention to substrate size (provision of refuge),"primary drivers of presence and density were velocity, depth, and substrate size (D50)",no? - cover not treated directly; depends on how we want to treat substrate as cover (providing velocity refuge),2ai,1a,,LA,N,PG,18_guay_2000,10.1139/cjfas-57-10-2065,Development and validation of numerical habitat models for juveniles of Atlantic salmon (Salmo salar),Atlantic salmon,juvenile,"Sainte Marguerite River, Québec",no cover,no cover,"snorkeling fish observations, water depth, current velocity, substrate size (D50), data was used in validation study","study evaluated the use of habitat probabilistic index (vs HSI) in forcasting fish distribution, habitat modeling","Fish preferentially used depth ranging from 0.3 to 0.7 m, current speeds ranging from 0.60 to 0.75 m·s–1, and substrate composition characterised by D50 values of 3.0–4.5 cm",N,1a,,,PG,N,18_guay_2000,10.1139/cjfas-57-10-2065,Development and validation of numerical habitat models for juveniles of Atlantic salmon (Salmo salar),2000,TRUE,TRUE,TRUE,Atlantic salmon,rearing (parr) || juvenile,"Sainte-Marguerite River, Quebec || Sainte Marguerite River, Québec"
LA,19,19_wondzell_2007,10.1016/j.landurbplan.2006.10.012,"Simulating riparian vegetation and aquatic habitat dynamics in response to natural and anthropogenic disturbance regimes in the Upper Grande Ronde River, Oregon, USA","Chinook salmon, steelhead trout","all - migration, spawning, rearing (summer, winter)","Grande Ronde River, Oregon","large wood, undercut banks, riparian vegetation (hardwoods), riparian canopy (shade)",not measured empirically - incorporated via state-and-transition models (STMs) in a qualitative ranking (none/low/moderate/high),"not directly measured - habitat use is inferred in modeling through channel condition variables and lifestage-specific habitat suitability rankings; model outputs are percent stream length in each suitability class, not fish density or occupancy","cover is central to modeled juvenile habitat quality - pools with structure, large wood, and undercut banks are key drivers of summer and winter rearing suitability; loss of riparian vegetation and wood reduces cover, pool abundance, and shade, thereby sharply degrading rearing habitat","primary modeled drivers are large wood abundance, pool frequency and structure, riparian vegetation, channel stability and sediment, off-channel habitat availability",yes - interesting work on long-term evolution of habitat response to disturbance and land use changes with cover treated explicitly in modeling,5? this paper was purely modeling (process-based),1b,,LA,Y,PG,19_wondzell_2007,10.1016/j.landurbplan.2006.10.012,"Simulating riparian vegetation and aquatic habitat dynamics in response to natural and anthropogenic disturbance regimes in the Upper Grande Ronde River, Oregon, USA","chinook, steelhead","migration, spawning, summer rearing, winter rearing","Upper Grande Ronde River, Oregon","Pools and pool-structure, shaded channels with cold water, and abundant riparian hardwoods, riffle habitat, deep pools with abundant structure, undercut banks, and clean gravels as well as off-channel habitat",qualitative four-factor habitat suitability scale based on personal experience and available literature,,cover not directly evaluated. Modeled the rate of recovery (different levels of suitability) under passive restoration,"evaluate the effects of natural disturbances and land-use practices, outcomes were channel morphology and riparian vegetation",Y,1b,,,PG,Y,19_wondzell_2007,10.1016/j.landurbplan.2006.10.012,"Simulating riparian vegetation and aquatic habitat dynamics in response to natural and anthropogenic disturbance regimes in the Upper Grande Ronde River, Oregon, USA",2007,TRUE,TRUE,TRUE,"Chinook salmon, steelhead trout || chinook, steelhead","all - migration, spawning, rearing (summer, winter) || migration, spawning, summer rearing, winter rearing","Grande Ronde River, Oregon || Upper Grande Ronde River, Oregon"
LA,20,20_beecher_2002,10.1577/1548-8675(2002)022<0785:EODAVP>2.0.CO;2,Evaluation of depth and velocity preferences of juvenile coho salmon in Washington streams,coho salmon,"rearing (subyearling, yearling)","Western Washington (four different creeks/rivers - three for habitat preference development, one for validation)",N/A - cover discussed narratively in intro and discussion but not explicitly described or classified,N/A - cover not meaningfully defined or quantified,snorkeling to determine fish locations (where physical habitat variables of depth and velocity are then measured),N/A - not evaluated,"primary drivers identified were depth, velocity, and the interaction between depth and velocity",no,1a,3c,,LA,N,PG,20_beecher_2002,10.1577/1548-8675(2002)022<0785:EODAVP>2.0.CO;2,Evaluation of depth and velocity preferences of juvenile coho salmon in Washington streams,coho,juvenile,"Satsop River, Washington",not described,not described,"snorkeling fish observations, water depth, velocity transects",Incorporation of substrate or cover preference did not improve the prediction of distribution.,preference for depths of 76–100 cm and velocities of 3–6 cm/s,Y,3c,,,PG,Y,20_beecher_2002,10.1577/1548-8675(2002)022<0785:EODAVP>2.0.CO;2,Evaluation of depth and velocity preferences of juvenile coho salmon in Washington streams,2002,TRUE,TRUE,TRUE,coho salmon || coho,"rearing (subyearling, yearling) || juvenile","Western Washington (four different creeks/rivers - three for habitat preference development, one for validation) || Satsop River, Washington"
LA,21,21_ahmadi-nedushan_2008,10.1002/rra.1059,Instream flow determination using a multiple input fuzzy-based rule system: A case study,Atlantic salmon,"spawning, rearing","Romaine River, Quebec",substrate (not really cover?),"substrate diameter (mm) quantified through visual assessment + fuzzy membership functions (qualitative suitability - low, medium, high) created through expert elicitation",N/A,N/A,N/A,"yes - helpful discussion of HSI development and methods for computation in the intro (but no treatment of cover, so maybe no)",1a,,,LA,Y,PG,21_ahmadi-nedushan_2008,10.1002/rra.1059,Instream flow determination using a multiple input fuzzy-based rule system: A case study,Atlantic salmon,spawning and parr habitat,"Romaine River, Northeastern Quebec","no cover - water depth, velocity and substrate composition",no cover,Elicitation of expert knowledge,cover is suggested for future study,the study evaluated the use/sensitvty of expert opinion in WUA,N,1a,,,PG,N,21_ahmadi-nedushan_2008,10.1002/rra.1059,Instream flow determination using a multiple input fuzzy-based rule system: A case study,2008,TRUE,TRUE,TRUE,Atlantic salmon,"spawning, rearing || spawning and parr habitat","Romaine River, Quebec || Romaine River, Northeastern Quebec"
LA,22,22_harrison_2011,10.1029/2009WR008926,"Channel dynamics and habitat development in a meandering, gravel bed river",Chinook salmon,"spawning, rearing","Merced River, California","N/A - cover not treated directly; instead, it's discussed implicitly in point bars, channel margins, and (absence of) undercut banks; riparian vegetation and woody cover appear absent at the site","N/A - cover not meaningfully defined or quantified; cover is framed as an emergent property of geomorphic and hydraulic processes, not a categorical habitat feature","not directly measured for rearing - habitat is assessed via modeled depth and velocity fields, HSIs, and flow-complexity metrics; spawning HSI evaluated against mapped redds",N/A - not evaluated,"velocity, depth, velocity gradients/flow complexity, channel morphology (pools, bars, constrictions)",no,1a,,,LA,N,PG,22_harrison_2011,10.1029/2009WR008926,"Channel dynamics and habitat development in a meandering, gravel bed river",chinook,spawning and rearing,"Merced River, California",no cover,no cover,"Topographic surveys during two flood events, water surface elevations, sediment flux and channel change, bed elevation, point values of flow depth and vertically averaged velocities","this study estimates changes in prefered habitat with changes in channel morphology, model assumed juveniles prefer very slow moving, deep water found in pools, channel margins, and off‐channel habitats. The decrease in predicted high‐quality juvenile habitat is due to the increased velocities found in pools","lack of low‐velocity refuge zones, sediment‐driven morphological changes (diversify river morphology, which acts to promote flow complexity) might not create bioenergetically favorable habitat for juveniles",N,1a,,,PG,N,22_harrison_2011,10.1029/2009WR008926,"Channel dynamics and habitat development in a meandering, gravel bed river",2011,TRUE,TRUE,TRUE,Chinook salmon || chinook,"spawning, rearing || spawning and rearing","Merced River, California"
LA,23,23_grantham_2012,10.1080/00028487.2012.683472,The Role of Streamflow and Land Use in Limiting Oversummer Survival of Juvenile Steelhead in California Streams,steelhead trout,rearing,"Russian River tributaries, California","instream shelter (e.g., woody debris, rootwads, overhanging banks), riparian vegetation","qualitative score assignment between 1 (low summer habitat suitability) and 3 (high summer habitat suitability) based on instream shelter and riparian canopy cover, which was then collapsed into ""low"" (1 and 2 scores) and ""high"" (3 scores); pool vs. riffle categorial variable included separately","repeated seine counts in isolated habitat units; apparent oversummer survival probability was modeled as a response variable to late-summer count ~ binomial (early-summer count, survival probability)",cover had a positive association with oversummer survival; habitat suitability coefficient was 0.369 and 95% credible interval didn't include 0; also had a multiplicative effect with a 31% increase in survival in high-suitability units and a mean effect of 1.31 (95% CI 1.17-1.47); pools had a small positive effect relative to riffles,"summer streamflow magnitude (positive), vineyard land use (negative), cover (positive), density dependence (negative)","yes - straightforwardly relevant, directly evaluates impact of cover on juvenile rearing/presence",3a,,TRUE,LA,Y,PG,,,,steelhead,juvenile,"Russian River, California","woody debris, rootwads, overhanging banks, riparian vegetation","Habitat units were assigned a score from 1 to 3 (with 3 representing the highest habitat suitability) based on the availability of instream shelter (e.g., woody debris, rootwads, or overhanging banks) and presence of riparian vegetation cover that provided shade to the stream channel","depletion seineing with block nets in July and October, fish counts of deep pools, modeling of oversummer survival",the effects of summer habitat suitability and the pool habitat types were positive on oversummer survival,"streamflow (higher:positive), land use (vineyard land cover had a significant negative association with survival, while other land use variables, including road density and rural residential development, did not have a significant effect), and habitat variables (positive), evidence of negative density-dependent effects of early summer fish abundance on oversummer survival",Y,3a,,,PG,Y,23_grantham_2012,10.1080/00028487.2012.683472,The Role of Streamflow and Land Use in Limiting Oversummer Survival of Juvenile Steelhead in California Streams,2012,,,,steelhead trout || steelhead,rearing || juvenile,"Russian River tributaries, California || Russian River, California"
LA,24,24_heggenes_1991,10.1111/j.1600-0587.1991.tb00633.x,Comparisons of Habitat Availability and Habitat Use by an Allopatric Cohort of Juvenile Atlantic Salmon Salmo salar under Conditions of Low Competition in a Norwegian Stream,Atlantic salmon,rearing (parr),Norway,"submerged structures (excluding substract), undercut banks/overhanging vegetation, broken water surface (surface turbulence); substrate size included as an independent habitat variable (not as cover)","rope method stretched across transects with 20-cm intervals, assessing the percent obscured from overhead view in 10% increments, then converted to cover classes",systematic electrofishing at mapped grid points with fish position recorded at first sighting; response variable derived from fish positions was habitat occupany/use,"parr avoided areas with no cover (used less than expected based on availability); suitability curves suggested low-to-moderate cover was commonly used, but the low cover preference seemed like it was partly due to limited availabiity; cover interacted with habitat type, especially in ""fast"" habitat where cover was mainly surface turbulence; PCA did not identify cover as more important than other variables overall, but in fast habitats, cover and velocity were strongly influential","juvenile salmon avoid no-cover areas and use habitats with some cover, but cover acts jointly with velocity and depth rather than as a dominant single driver; primary drivers are mean water velocity, depth, substrate size, and cover with no dominant single variable; consistent avoidance drivers are very low velocity (<10cm/s), very shallow (<10cm) or very deep (>55-60cm) water, fine substrate, and no cover",yes - directly measures and evaluates cover against juvenile fish presence,3a,,TRUE,LA,Y,PG,,,,Atlantic salmon,parr,"Bolstadbekken, Norway","any submerged structure (except substrate) beneath which fish could hide from a view overhead, undercut banks of over hanging vegetation <50 cm above the water surface, and broken water surface","viewing a rope from above, the percentage of the rope that was hidden from view in 10% increments","stream width, depth, velocity, substratum particle size, hatchery fish (mean total length 30 mm) planted in the stream at 200, 400 and 700 experimental densities, experimental habitat sections electrofished, habitat variables associated with fish position were used to construct habitat-use curves","surface turbulence was the most important type of cover, use of cover was variable an dfish wer most associated with habtiat areas with a small amount of cover","study parr occupied habitats with mean water velocities in the entire range 0-100 cm s-1, and with the highest densities in the range 20-50 cm s-1, tended to use smaller substrate, in particular cobble, areas with water depths 10-40 cm, ther prefernce zones for mean velocity and cover were wide, but no cover was used much less than would be expected from their availability",Y,3a,,,PG,Y,24_heggenes_1991,10.1111/j.1600-0587.1991.tb00633.x,Comparisons of Habitat Availability and Habitat Use by an Allopatric Cohort of Juvenile Atlantic Salmon Salmo salar under Conditions of Low Competition in a Norwegian Stream,1991,,,,Atlantic salmon,rearing (parr) || parr,"Norway || Bolstadbekken, Norway"
LA,25,25_glova_1985,10.1577/1548-8659(1985)114<165:PEORFO>2.0.CO;2,"Potential Effects of Reduced Flows on Fish Habitats in a Large Braided River, New Zealand","native species ( torrentfish, bluegilled bully, upland bully, longfinned eel); introduced species (brown trout, Chinook salmon)",rearing,"Rakaia River, NZ","debris cluters, overhanging banks with submerged riparian vegetation, turbid water, whitewater around boulders","cover is not treated as a modeled habitat variabe in WUA calculations - cover is described ecologically but not quantified or incorporated into habitat suitability curves; habitat was quantified with transect-based measurements at 1-3m intervals; measurements taken were mean water velocity at 60% depth, water depth, percent substrate composition, and substrate classes used in suitability curves; WUA calculated from depth x velocity x substrate suitability functions","fish density surveys in previous work (Glova 1982) used to generate habitat-suitability curves; in this study, no new fish occupancy data were collected, physical habitat variables were applied to previously-defined habitat suitability curves; fish response = modeled potential rearing habitat defined with WUA",cover is acknowledged as ecologically important and described in narrative sections for certain species but isn't measured or modeled quantitatively (not included in WUA calculations),"primary modeled drivers are discharge, water depth, mean water velocity, substrate size distribution, channel type (minor vs. dominant braids)",no?,1a,,TRUE,LA,N,PG,,,,"chinook, longfinned eel, brown trout, torrentfish, uplandy bully, bluegilled bully",juvenile,"Rakaia River, New Zealand","Substrate: mud, silt, sand, gravel, small cobbles, large cobbles, boulders , bedrock","cover not included in sampling, but noted for eels","transects, velocity, depth, substrate types, power station sshut down for at least 12 hours to reduce flows (measurements before and after shutdown)","Larger eels prefer deep, slow-flowing channels with cover such as debris clusters or overhanging banks containing submerged riparian growth, WUA decreased by 15-32% when substrate data were included in the analysis except for smaller chinook salmon, which lost 63-65% probably because of their greater preference for relatively large substrates","for eels optimum areas have cobble substrate, 0.5-1.0 m/s velocity, and less than 0.5 m water depth, primary model evaluated changes in WUA with flow, with decreasing discharge, losses of habitat in minor channels are offset by gains in major channels",N,1a,,,PG,N,25_glova_1985,10.1577/1548-8659(1985)114<165:PEORFO>2.0.CO;2,"Potential Effects of Reduced Flows on Fish Habitats in a Large Braided River, New Zealand",1985,,,,"native species ( torrentfish, bluegilled bully, upland bully, longfinned eel); introduced species (brown trout, Chinook salmon) || chinook, longfinned eel, brown trout, torrentfish, uplandy bully, bluegilled bully",rearing || juvenile,"Rakaia River, NZ || Rakaia River, New Zealand"
